id;company_rating;company_location;total_fleet_count;iata_approved
28571;;Gambia;2.0;f
11099;100%;American Samoa;1.0;t
41954;;Turkmenistan;1.0;f
27754;100%;French Guiana;2.0;t
3131;100%;Tanzania;3.0;f
156;100%;Marshall Islands;2.0;f
49226;;Lebanon;1.0;f
11218;;;1.0;f
31727;;Rwanda;1.0;t
43211;;Lebanon;1.0;t
35931;100%;Guinea;1.0;f
31048;100%;Lebanon;1.0;f
5033;100%;Indonesia;1.0;f
3911;100%;Andorra;1.0;f
42073;;Greenland;1.0;f
26939;100%;Philippines;6.0;f
35625;98%;Estonia;25.0;t
46922;;Lebanon;2.0;f
46922;;Lebanon;2.0;f
38174;;Kiribati;1.0;f
37870;;Congo;1.0;t
6438;;Vanuatu;2.0;f
14324;;Micronesia;1.0;f
29750;;Guinea;2.0;t
22867;100%;Grenada;1.0;t
39467;100%;Nicaragua;4.0;t
28571;;Gambia;2.0;f
14215;70%;Holy See (Vatican City State);2.0;t
5041;100%;Chile;7.0;f
5223;100%;Chile;1.0;t
35528;;Costa Rica;1.0;f
16415;;Lebanon;1.0;f
15413;80%;Vanuatu;7.0;t
38514;;Kenya;1.0;f
6607;100%;Zimbabwe;1.0;f
19833;;Mauritania;1.0;f
16077;90%;Gibraltar;2.0;t
16140;100%;Uzbekistan;2.0;f
20152;100%;Bahrain;2.0;t
37791;90%;Marshall Islands;3.0;f
6038;;;1.0;f
33400;97%;Zimbabwe;5.0;t
33400;97%;Zimbabwe;5.0;t
16184;100%;Malta;2.0;f
10698;90%;Chile;2.0;f
29476;;Bouvet Island (Bouvetoya);1.0;f
40047;;Malta;1.0;f
38693;100%;Estonia;1.0;t
1164;;Tonga;1.0;t
2980;;Micronesia;1.0;t
35714;100%;Malawi;2.0;f
9305;100%;Sao Tome and Principe;2.0;t
30298;;Turks and Caicos Islands;1.0;f
16690;88%;Malawi;2.0;t
33987;100%;Kenya;1.0;t
1348;100%;Turks and Caicos Islands;1.0;f
40281;100%;;3.0;f
7941;57%;Kiribati;1.0;t
42135;;Turks and Caicos Islands;1.0;t
16793;;Vanuatu;1.0;f
29918;100%;Vietnam;2.0;t
46451;;Russian Federation;1.0;f
13831;100%;Russian Federation;1.0;t
42614;;Russian Federation;1.0;f
22380;100%;Christmas Island;1.0;f
41900;;Anguilla;1.0;t
9932;100%;France;1.0;f
43455;;Lebanon;1.0;f
35827;;Kiribati;1.0;f
43481;100%;Russian Federation;4.0;t
49050;;Uganda;1.0;t
9432;;Brazil;1.0;f
42458;97%;Indonesia;14.0;t
45912;;Jersey;1.0;t
1272;;Somalia;1.0;f
10698;90%;Chile;2.0;f
24246;100%;Croatia;2.0;t
38640;70%;Sao Tome and Principe;1.0;t
8584;100%;Costa Rica;7.0;t
15079;100%;Mexico;1.0;t
1536;100%;Grenada;2.0;f
37912;100%;Papua New Guinea;2.0;t
12722;100%;Costa Rica;1.0;f
39643;100%;Zimbabwe;3.0;t
24781;100%;Svalbard & Jan Mayen Islands;1.0;t
23308;100%;Tonga;2.0;t
14754;67%;Chad;1.0;t
37298;;Montserrat;1.0;t
2132;60%;Jersey;2.0;f
30112;;Uzbekistan;1.0;t
39048;;Wallis and Futuna;1.0;f
3623;100%;Guinea;1.0;t
7859;;Niue;1.0;f
43961;100%;Gibraltar;9.0;t
10424;;Turks and Caicos Islands;1.0;f
20801;;Faroe Islands;2.0;f
42498;;Malawi;1.0;t
12752;;Zimbabwe;2.0;f
30276;;Isle of Man;1.0;t
1539;100%;Micronesia;3.0;f
32060;;Russian Federation;1.0;t
270;;Micronesia;1.0;t
2765;;Zimbabwe;1.0;f
30435;99%;Cape Verde;41.0;f
17233;100%;Chad;1.0;t
12017;100%;Guinea;1.0;f
21115;;;1.0;f
6871;;Chad;2.0;t
11883;;Kenya;1.0;f
11592;;Switzerland;1.0;f
31786;100%;Barbados;2.0;t
15265;;Niue;1.0;f
2251;;Guernsey;1.0;t
6089;;Portugal;1.0;f
7777;;Pakistan;2.0;f
3840;100%;Estonia;1.0;t
34669;100%;Bosnia and Herzegovina;1.0;t
1539;100%;Micronesia;3.0;f
22091;100%;Faroe Islands;9.0;f
17735;100%;Russian Federation;2.0;f
44455;100%;Micronesia;1.0;t
46094;;Turkmenistan;1.0;f
1294;100%;Lebanon;1.0;f
44211;;El Salvador;1.0;f
21524;100%;Reunion;1.0;t
43684;80%;Mauritania;1.0;t
16184;100%;Malta;2.0;f
38836;100%;Lebanon;3.0;f
18809;100%;Somalia;1.0;t
47371;;Guinea;1.0;f
35086;;Brazil;1.0;f
17361;100%;Netherlands Antilles;1.0;f
46720;;Denmark;1.0;t
39955;100%;Chad;1.0;t
15619;;Denmark;2.0;f
38642;;Croatia;2.0;f
38747;;Zimbabwe;1.0;t
1895;;Turks and Caicos Islands;1.0;f
30922;100%;Lebanon;1.0;t
31284;100%;Niue;1.0;f
48515;100%;Croatia;2.0;t
19078;;Croatia;2.0;f
12225;;Finland;1.0;t
19695;;Gibraltar;1.0;t
30439;;;1.0;f
42108;;Gambia;1.0;t
15673;;Russian Federation;1.0;f
44046;100%;Cuba;1.0;t
38100;100%;Isle of Man;2.0;t
49848;;Reunion;1.0;t
28269;100%;Anguilla;2.0;t
35125;;Kenya;2.0;t
1678;;Sao Tome and Principe;1.0;t
10842;100%;Niue;1.0;f
35176;100%;Chile;3.0;t
48356;100%;Jersey;3.0;t
18524;100%;Philippines;2.0;t
45070;100%;Micronesia;1.0;t
47939;89%;Niue;1.0;t
41591;;Tunisia;1.0;f
3107;;Kiribati;1.0;f
40729;;Niue;2.0;f
2584;100%;Faroe Islands;5.0;f
2584;100%;Faroe Islands;5.0;f
2584;100%;Faroe Islands;5.0;f
2584;100%;Faroe Islands;5.0;f
18043;100%;Niue;1.0;t
33514;100%;Marshall Islands;2.0;t
21642;100%;Denmark;1.0;f
16590;;Gambia;1.0;f
31016;100%;Chile;1.0;t
39151;;United Kingdom;1.0;f
4262;;;1.0;f
27227;100%;Isle of Man;2.0;t
8867;100%;Turkmenistan;1.0;f
43584;;Turks and Caicos Islands;1.0;t
27355;100%;Malta;1.0;t
46297;100%;Sao Tome and Principe;12.0;t
46691;90%;Uzbekistan;38.0;f
18080;;Lebanon;1.0;t
29664;100%;Jersey;1.0;f
48614;100%;;1.0;t
40801;;Lebanon;1.0;t
21676;80%;Monaco;2.0;f
32651;100%;Guinea;1.0;t
41425;;Tonga;1.0;f
36076;100%;;1.0;f
26087;;Costa Rica;1.0;t
5076;100%;Jersey;2.0;t
37626;;Micronesia;3.0;f
46649;;Guinea;3.0;t
8695;;Papua New Guinea;1.0;f
35240;100%;Puerto Rico;4.0;f
18178;;Micronesia;1.0;f
12034;;Bosnia and Herzegovina;1.0;f
7394;;Indonesia;1.0;t
28653;100%;Russian Federation;3.0;t
22881;;Barbados;5.0;t
17545;;Afghanistan;1.0;f
7063;;Lebanon;1.0;t
22856;;Sao Tome and Principe;2.0;t
9624;100%;Uzbekistan;1.0;t
31553;100%;Lebanon;1.0;f
29760;100%;Malawi;1.0;t
44869;;Russian Federation;1.0;f
17240;;Kiribati;1.0;f
17735;100%;Russian Federation;2.0;f
44980;100%;Marshall Islands;1.0;f
8837;;Russian Federation;1.0;f
40562;;Faroe Islands;1.0;f
42703;100%;Zimbabwe;1.0;t
48132;100%;Chile;2.0;t
33514;100%;Marshall Islands;2.0;t
37463;;;1.0;f
16209;80%;Ecuador;3.0;f
38251;100%;Zimbabwe;1.0;t
34234;0%;Zimbabwe;2.0;t
12799;80%;Faroe Islands;2.0;f
11103;72%;Russian Federation;3.0;f
28860;100%;Lebanon;6.0;t
28860;100%;Lebanon;6.0;t
40752;100%;Tunisia;5.0;t
17141;100%;Turks and Caicos Islands;1.0;t
4297;100%;Kenya;4.0;t
29657;;Costa Rica;1.0;t
47306;100%;;2.0;f
5559;;Cape Verde;1.0;t
26561;;Anguilla;3.0;f
19774;100%;Uruguay;1.0;t
24560;;El Salvador;1.0;f
5550;;Zimbabwe;1.0;f
21204;;Netherlands;1.0;t
16503;100%;Brazil;1.0;t
6232;;Guinea;15.0;t
30216;98%;Maldives;34.0;f
30216;98%;Maldives;34.0;f
36148;100%;Micronesia;1.0;t
30216;98%;Maldives;34.0;f
30216;98%;Maldives;34.0;f
44889;;Micronesia;1.0;f
48203;;Guinea;1.0;f
32587;;Jersey;1.0;f
23543;100%;Spain;5.0;t
28936;100%;Mexico;1.0;t
23359;;Afghanistan;1.0;f
1278;;Kiribati;1.0;f
26561;;Anguilla;3.0;f
26561;;Anguilla;3.0;f
14215;70%;Holy See (Vatican City State);2.0;t
19050;100%;Kiribati;2.0;t
19050;100%;Kiribati;2.0;t
17726;;Lebanon;1.0;t
47306;100%;;2.0;f
13510;100%;Fiji;3.0;t
15874;100%;Somalia;2.0;t
11878;0%;Jersey;1.0;f
31100;;Nicaragua;1.0;f
22702;;Niue;1.0;f
17109;;Marshall Islands;1.0;t
19354;;Costa Rica;1.0;f
41044;;Chile;1.0;f
15075;;El Salvador;1.0;f
28415;;;1.0;f
31603;;Turks and Caicos Islands;1.0;f
37187;;France;3.0;t
11716;100%;;2.0;t
26939;100%;Philippines;6.0;f
20890;90%;Uzbekistan;3.0;t
43934;;;1.0;f
20592;100%;Uzbekistan;2.0;t
26704;100%;Malawi;2.0;t
7469;;Russian Federation;1.0;t
37912;100%;Papua New Guinea;2.0;t
8320;90%;Guinea;1.0;f
49765;100%;Uzbekistan;1.0;t
35866;;Guernsey;1.0;t
14539;100%;Nicaragua;1.0;t
28718;;Gambia;1.0;f
48818;;Croatia;1.0;t
29086;100%;Tunisia;1.0;t
49563;;Chad;1.0;f
37011;;Svalbard & Jan Mayen Islands;2.0;f
31991;;Croatia;1.0;t
26319;;Turks and Caicos Islands;1.0;f
15303;100%;Tunisia;2.0;f
44864;;Malta;3.0;t
15087;;Zimbabwe;2.0;t
42867;100%;Indonesia;2.0;t
3474;100%;Niue;2.0;f
15300;100%;Russian Federation;3.0;t
45891;86%;Bosnia and Herzegovina;1.0;t
12303;100%;Croatia;2.0;f
48674;100%;Isle of Man;2.0;f
11655;;Slovenia;1.0;f
25854;;Sao Tome and Principe;1.0;f
37273;;Isle of Man;1.0;f
34401;50%;Micronesia;4.0;f
43638;;Guinea;1.0;f
46814;;Niue;1.0;f
12701;100%;Monaco;1.0;f
49839;90%;Malta;2.0;f
48652;100%;Isle of Man;1.0;t
13271;90%;El Salvador;1.0;f
9243;100%;Isle of Man;1.0;f
5702;100%;Monaco;2.0;f
49361;;Jersey;2.0;t
38681;;Gambia;1.0;f
30797;90%;Tunisia;1.0;f
45741;100%;Uzbekistan;6.0;t
20554;;Chile;1.0;f
45741;100%;Uzbekistan;6.0;t
11970;;Malawi;1.0;t
19423;100%;;1.0;t
13201;100%;Kenya;1.0;f
28907;;Marshall Islands;1.0;f
23413;;Tanzania;1.0;t
44939;100%;Sao Tome and Principe;1.0;t
49909;100%;Denmark;2.0;t
42322;88%;Uzbekistan;4.0;f
11206;100%;Kenya;2.0;f
37475;100%;French Guiana;1.0;t
39511;;Uruguay;1.0;t
15334;;Estonia;1.0;t
49909;100%;Denmark;2.0;t
2824;25%;Barbados;5.0;f
46307;100%;Zimbabwe;3.0;f
22072;100%;Palestinian Territory;2.0;f
26537;100%;Turks and Caicos Islands;2.0;f
11098;;Kiribati;1.0;f
5076;100%;Jersey;2.0;t
19984;100%;Ecuador;14.0;t
25346;;;1.0;f
12130;100%;Russian Federation;1.0;t
7586;75%;Costa Rica;1.0;t
26537;100%;Turks and Caicos Islands;2.0;f
10696;;El Salvador;1.0;t
37674;100%;Russian Federation;1.0;f
12847;100%;France;2.0;f
17150;;Vanuatu;2.0;t
29998;;Cocos (Keeling) Islands;2.0;f
5822;50%;Tunisia;1.0;t
10472;100%;Zimbabwe;2.0;f
37511;100%;Niue;1.0;f
35240;100%;Puerto Rico;4.0;f
35240;100%;Puerto Rico;4.0;f
14870;100%;Jersey;1.0;t
22098;80%;Marshall Islands;2.0;t
20296;;Zimbabwe;1.0;t
22215;;Nicaragua;2.0;f
26729;;Kiribati;2.0;f
14034;100%;Russian Federation;1.0;f
44336;83%;Monaco;1.0;t
49515;100%;Libyan Arab Jamahiriya;4.0;f
49515;100%;Libyan Arab Jamahiriya;4.0;f
24265;75%;Ecuador;2.0;f
39528;100%;Turks and Caicos Islands;1.0;f
17359;;Chad;1.0;f
1158;;Lebanon;1.0;f
29675;;Lebanon;1.0;f
12237;;Lebanon;1.0;f
17957;;Croatia;1.0;f
3424;100%;Costa Rica;1.0;t
22860;100%;Turkmenistan;2.0;t
44578;100%;Niue;2.0;t
18397;100%;Barbados;1.0;t
4378;100%;Tonga;4.0;f
19249;100%;Uganda;4.0;f
41378;100%;Kiribati;1.0;f
44131;100%;;1.0;f
32320;100%;Mexico;1.0;f
17628;;Chile;1.0;t
40729;;Niue;2.0;f
28681;100%;Guinea;1.0;f
32612;;Tanzania;1.0;t
30563;;Australia;1.0;f
40091;100%;Niue;2.0;t
26482;;Estonia;1.0;f
26991;;Gambia;1.0;f
42322;88%;Uzbekistan;4.0;f
24176;100%;Kiribati;2.0;f
36537;100%;Guinea;1.0;t
17120;100%;Uzbekistan;2.0;t
44603;;Estonia;1.0;f
9953;;Somalia;1.0;f
21841;100%;Puerto Rico;3.0;t
16006;100%;Tanzania;3.0;t
15271;100%;Chile;3.0;t
43191;0%;Afghanistan;1.0;f
26152;100%;Anguilla;6.0;t
29027;;Costa Rica;1.0;f
46297;100%;Sao Tome and Principe;12.0;t
16822;100%;Uzbekistan;1.0;t
30313;67%;Australia;2.0;f
11850;;Micronesia;1.0;f
30575;;Isle of Man;1.0;f
12597;;Zimbabwe;1.0;f
46307;100%;Zimbabwe;3.0;f
47515;0%;Kiribati;1.0;f
17396;100%;Micronesia;1.0;f
9876;;Costa Rica;1.0;f
36431;;Guinea;1.0;f
2574;100%;Jersey;1.0;t
25478;;Turks and Caicos Islands;1.0;f
45474;100%;El Salvador;4.0;t
5567;100%;Bosnia and Herzegovina;2.0;t
46297;100%;Sao Tome and Principe;12.0;t
39013;86%;Russian Federation;1.0;t
2912;;Sao Tome and Principe;1.0;t
17930;100%;Jersey;2.0;t
44864;;Malta;3.0;t
29064;;Costa Rica;1.0;f
4704;;United Kingdom;1.0;f
28523;57%;Niue;1.0;f
38240;80%;Guinea;2.0;f
48892;100%;Isle of Man;1.0;t
44885;100%;Philippines;1.0;t
17722;;Cuba;1.0;t
41968;100%;Venezuela;1.0;f
7572;100%;Guernsey;1.0;f
47909;100%;Russian Federation;1.0;t
4013;100%;Malta;1.0;f
11506;;;1.0;f
28260;100%;United Kingdom;1.0;f
7299;100%;Svalbard & Jan Mayen Islands;1.0;f
13693;100%;United Kingdom;5.0;t
19221;100%;;1.0;t
31791;0%;Brazil;1.0;f
45755;100%;Venezuela;3.0;f
9038;100%;Marshall Islands;3.0;t
23962;;Guinea;2.0;t
23962;;Guinea;2.0;t
19078;;Croatia;2.0;f
9939;100%;Philippines;24.0;f
33526;;Reunion;1.0;t
43300;;Nicaragua;2.0;t
11633;;Anguilla;1.0;f
5689;;Mauritania;1.0;f
9089;;;2.0;f
11049;100%;French Guiana;1.0;t
466;;Lebanon;1.0;f
10028;;El Salvador;1.0;t
21158;;Lebanon;2.0;t
47744;100%;;3.0;t
4267;100%;Senegal;22.0;t
48142;;Monaco;2.0;f
43352;;Ghana;1.0;f
48142;;Monaco;2.0;f
32039;;Guinea;5.0;f
8291;;;1.0;f
46828;;Wallis and Futuna;1.0;t
7069;;Micronesia;1.0;f
34344;100%;Denmark;1.0;f
46297;100%;Sao Tome and Principe;12.0;t
9939;100%;Philippines;24.0;f
43631;;Rwanda;2.0;f
38897;100%;Uruguay;1.0;f
34684;100%;El Salvador;2.0;t
41566;;Russian Federation;1.0;f
5348;;Gibraltar;1.0;t
39555;100%;Marshall Islands;13.0;t
30311;;Niue;2.0;f
31759;40%;Rwanda;1.0;t
35170;100%;Vietnam;5.0;t
12207;;Indonesia;1.0;t
5603;100%;Niue;1.0;f
34784;60%;Faroe Islands;19.0;t
17232;;France;1.0;f
39555;100%;Marshall Islands;13.0;t
21869;;Lebanon;1.0;t
727;;Holy See (Vatican City State);1.0;t
50047;;Russian Federation;2.0;t
36579;100%;Jersey;1.0;f
30118;100%;Nicaragua;1.0;f
761;100%;;2.0;f
3039;100%;Tonga;1.0;t
37761;100%;Turkmenistan;2.0;f
22508;100%;Gambia;1.0;t
11339;;Kiribati;2.0;t
834;100%;Indonesia;1.0;f
44736;100%;Guernsey;1.0;t
34739;;Afghanistan;1.0;t
24765;0%;Tanzania;4.0;t
17150;;Vanuatu;2.0;t
43781;;Lebanon;1.0;f
4015;100%;Uzbekistan;1.0;t
8893;;Lebanon;1.0;f
27390;25%;Niue;2.0;f
23415;;Papua New Guinea;1.0;f
44337;;Portugal;1.0;f
33480;;Guernsey;1.0;t
16946;100%;Philippines;2.0;t
45546;100%;Cape Verde;19.0;t
45124;;Costa Rica;2.0;f
45124;;Costa Rica;2.0;f
44421;;Monaco;1.0;f
44365;100%;Russian Federation;2.0;t
47222;;Marshall Islands;1.0;f
12579;;Jersey;1.0;t
29396;;Somalia;1.0;t
36819;100%;;1.0;t
4959;;Brazil;1.0;f
20908;100%;Maldives;1.0;t
23065;;Kenya;1.0;f
23211;;Turks and Caicos Islands;3.0;t
33293;;Malawi;1.0;f
24941;;Kenya;1.0;f
30385;;Lithuania;1.0;f
36422;;Montserrat;1.0;f
12418;100%;Uruguay;1.0;f
30039;100%;Russian Federation;4.0;t
17533;0%;Mauritania;1.0;f
42483;;Cape Verde;1.0;f
20463;100%;Lithuania;2.0;f
20350;100%;;1.0;f
32744;100%;Russian Federation;2.0;f
30453;;Svalbard & Jan Mayen Islands;1.0;f
32744;100%;Russian Federation;2.0;f
28420;100%;Costa Rica;1.0;t
35020;100%;Jersey;1.0;t
12731;;Costa Rica;1.0;f
20698;80%;Maldives;1.0;t
24906;;Zimbabwe;1.0;f
33400;97%;Zimbabwe;5.0;t
45600;100%;Gibraltar;2.0;f
25870;100%;Croatia;1.0;t
27286;100%;Vanuatu;1.0;t
7218;100%;;1.0;t
9235;;Ecuador;1.0;t
34167;;France;1.0;f
35196;;Tonga;1.0;t
8929;;Indonesia;1.0;f
15137;100%;Marshall Islands;10.0;t
40509;;Congo;1.0;f
40340;;Lithuania;1.0;f
10272;100%;Costa Rica;1.0;t
4211;;Finland;1.0;f
16210;50%;Mauritania;1.0;t
41845;;Niue;1.0;t
37873;;Kiribati;2.0;f
38758;;Gambia;1.0;f
23125;100%;Nicaragua;2.0;t
33062;100%;El Salvador;1.0;t
26515;;Russian Federation;1.0;f
19115;;Croatia;1.0;t
43640;100%;Turks and Caicos Islands;1.0;f
35220;;Uzbekistan;1.0;t
21710;;Isle of Man;2.0;t
18984;100%;Bosnia and Herzegovina;1.0;f
724;100%;Zimbabwe;8.0;f
43790;90%;Sao Tome and Principe;1.0;t
12689;;Christmas Island;1.0;f
43621;;Lebanon;1.0;t
35029;100%;Niue;4.0;f
14970;100%;Marshall Islands;1.0;t
3805;;Uzbekistan;1.0;f
21404;;Marshall Islands;1.0;f
25530;;Senegal;1.0;t
41861;100%;Zimbabwe;1.0;t
713;;Lebanon;2.0;f
29901;33%;Lithuania;1.0;t
40091;100%;Niue;2.0;t
30937;;Zimbabwe;1.0;t
1642;100%;Marshall Islands;17.0;f
32395;;Tonga;1.0;f
17244;;Lebanon;2.0;t
34563;;;2.0;t
4740;;Kiribati;1.0;f
23403;;Denmark;1.0;t
19634;;Chile;1.0;f
21664;100%;Guinea;1.0;t
35428;;Switzerland;1.0;t
49437;90%;Cuba;2.0;f
24082;;Russian Federation;1.0;f
40887;;;1.0;t
46089;100%;Sao Tome and Principe;3.0;t
24632;100%;Croatia;4.0;t
33327;100%;;3.0;f
36988;88%;Svalbard & Jan Mayen Islands;3.0;t
40540;;Cape Verde;7.0;f
37761;100%;Turkmenistan;2.0;f
15503;86%;Korea;1.0;t
26653;;Lebanon;1.0;t
40540;;Cape Verde;7.0;f
45599;;Lebanon;1.0;f
37105;;Zimbabwe;1.0;f
49154;100%;Indonesia;3.0;t
18781;;Gambia;1.0;f
43335;100%;Zimbabwe;1.0;t
11887;;Isle of Man;2.0;f
5799;;;2.0;f
29725;;Guinea;2.0;t
35176;100%;Chile;3.0;t
5980;;Kiribati;1.0;f
1371;;Turks and Caicos Islands;1.0;f
9793;;France;1.0;t
9689;100%;Guinea;2.0;f
19158;;Pakistan;2.0;t
3497;;Uzbekistan;2.0;t
39249;;Slovakia (Slovak Republic);1.0;f
15413;80%;Vanuatu;7.0;t
41478;100%;Monaco;2.0;f
7932;;;2.0;f
3747;;;1.0;f
13601;;Kiribati;1.0;t
23891;90%;Zimbabwe;3.0;t
38176;;Estonia;1.0;f
35085;100%;Congo;1.0;f
17724;;Turks and Caicos Islands;6.0;t
40412;97%;Netherlands;26.0;t
14909;;Uganda;1.0;t
36654;100%;Sao Tome and Principe;2.0;f
8682;;France;2.0;f
10255;;Malta;1.0;f
4966;;Estonia;1.0;f
36245;;Zimbabwe;1.0;t
48934;;Gambia;2.0;f
49154;100%;Indonesia;3.0;t
17062;100%;Jersey;1.0;f
6748;;Costa Rica;1.0;t
20873;90%;Nicaragua;1.0;t
6085;;Costa Rica;1.0;f
14926;100%;Gambia;2.0;t
16350;;Uzbekistan;2.0;f
12790;;Zimbabwe;1.0;f
23277;;Finland;1.0;t
26824;;Denmark;1.0;f
44859;;;2.0;f
34066;100%;;2.0;t
6088;100%;;14.0;t
44576;;Zimbabwe;1.0;f
29253;100%;Maldives;2.0;t
43847;;Suriname;1.0;f
37632;100%;Costa Rica;2.0;f
3764;;China;1.0;t
3294;100%;Uganda;3.0;f
44145;100%;Rwanda;4.0;t
7445;100%;Lebanon;1.0;f
9689;100%;Guinea;2.0;f
14263;;China;1.0;f
35606;0%;Zimbabwe;1.0;f
44859;;;2.0;f
44755;;Malawi;1.0;f
5169;100%;Uzbekistan;1.0;t
17105;100%;Uzbekistan;1.0;t
21834;;;1.0;f
38280;100%;Isle of Man;1.0;f
39748;;Bosnia and Herzegovina;3.0;t
31655;;Grenada;1.0;t
1175;100%;Monaco;2.0;t
24995;;Gambia;3.0;t
24995;;Gambia;3.0;t
24995;;Gambia;3.0;t
17313;;Costa Rica;1.0;f
35321;100%;Russian Federation;2.0;t
32640;100%;Lebanon;1.0;f
30232;;Niue;1.0;f
46598;0%;Zimbabwe;1.0;f
43634;100%;Fiji;2.0;t
18961;;Kiribati;2.0;f
1779;;China;1.0;f
44964;;Lebanon;1.0;t
8604;;Micronesia;1.0;f
34401;50%;Micronesia;4.0;f
25970;100%;Gambia;1.0;f
49673;92%;Malawi;3.0;f
49673;92%;Malawi;3.0;f
9148;100%;Uganda;1.0;t
32884;;Puerto Rico;1.0;f
49638;100%;Portugal;2.0;f
12144;100%;Niue;4.0;t
12144;100%;Niue;4.0;t
10853;100%;Guinea;5.0;f
45685;0%;Finland;1.0;t
38230;100%;Niue;3.0;t
49520;100%;Gambia;1.0;t
11250;;Monaco;1.0;f
48329;;Sao Tome and Principe;1.0;t
47298;100%;Lebanon;1.0;t
34401;50%;Micronesia;4.0;f
8095;100%;Maldives;1.0;t
12851;;Peru;1.0;t
33228;;Chile;1.0;f
40941;94%;Russian Federation;4.0;t
23940;;Turks and Caicos Islands;1.0;f
9745;;;1.0;t
11693;67%;Mauritania;1.0;f
47743;;Chile;1.0;f
23215;100%;Djibouti;2.0;f
5361;100%;Niger;3.0;t
17400;;Tunisia;1.0;f
7932;;;2.0;f
40968;100%;Vietnam;1.0;t
36322;;Chile;1.0;f
29379;;Cape Verde;1.0;t
6187;100%;Micronesia;2.0;t
40412;97%;Netherlands;26.0;t
26896;100%;Tonga;3.0;f
33964;;French Guiana;3.0;f
41676;;Uzbekistan;1.0;t
40412;97%;Netherlands;26.0;t
30108;100%;Bosnia and Herzegovina;1.0;f
27918;;Chad;1.0;t
27362;;Tanzania;1.0;f
5061;;Guinea;1.0;f
15381;;Monaco;1.0;t
5115;;Togo;1.0;t
14017;100%;Nicaragua;2.0;t
33598;70%;Holy See (Vatican City State);1.0;t
19372;100%;Chad;3.0;f
5925;;Kiribati;1.0;f
4232;100%;Bouvet Island (Bouvetoya);3.0;t
4232;100%;Bouvet Island (Bouvetoya);3.0;t
48356;100%;Jersey;3.0;t
18259;;Uganda;1.0;t
12702;;China;3.0;f
49878;100%;Maldives;2.0;t
37491;100%;Lebanon;1.0;t
45595;100%;Malawi;1.0;t
44740;;Bouvet Island (Bouvetoya);2.0;t
24112;100%;Russian Federation;1.0;t
333;;Tonga;1.0;t
990;;Costa Rica;1.0;f
17684;;Kenya;1.0;t
14621;;Niger;1.0;f
11817;;Tonga;3.0;f
41885;100%;French Guiana;1.0;f
35243;100%;Kenya;2.0;t
14894;100%;Lebanon;1.0;t
16048;;Russian Federation;1.0;f
24880;;Costa Rica;1.0;f
24926;100%;Micronesia;2.0;t
11229;;Korea;1.0;f
26089;100%;Jersey;1.0;t
41130;;Zimbabwe;1.0;f
16095;85%;Isle of Man;2.0;t
5294;;Russian Federation;1.0;t
12935;100%;Malawi;1.0;t
6137;;Guinea;1.0;f
9403;;Papua New Guinea;1.0;f
2483;;Gambia;1.0;f
34108;;French Guiana;1.0;t
12169;100%;Cape Verde;2.0;t
33847;;Guinea;2.0;f
22015;80%;Lebanon;1.0;t
32299;100%;Guinea;6.0;t
42428;100%;Uganda;2.0;f
9039;83%;Sao Tome and Principe;1.0;t
17011;100%;Niger;1.0;f
16051;80%;Barbados;1.0;t
12144;100%;Niue;4.0;t
42023;;Marshall Islands;1.0;f
12144;100%;Niue;4.0;t
24314;;Niue;1.0;f
119;;Estonia;1.0;f
7251;100%;Turks and Caicos Islands;3.0;t
48667;100%;Guinea;1.0;f
43643;;Zimbabwe;1.0;f
7251;100%;Turks and Caicos Islands;3.0;t
9914;100%;Guernsey;2.0;f
49685;100%;Brazil;2.0;t
11588;100%;Faroe Islands;2.0;f
44835;100%;United Kingdom;3.0;f
21824;;Bouvet Island (Bouvetoya);1.0;f
48431;83%;;2.0;f
34250;;Bosnia and Herzegovina;2.0;t
44640;100%;French Polynesia;4.0;t
10333;;Nicaragua;1.0;f
26388;;Kiribati;1.0;f
46421;80%;Croatia;2.0;t
44147;93%;Uzbekistan;2.0;t
5361;100%;Niger;3.0;t
11584;100%;Chad;1.0;t
49383;100%;Guinea;1.0;t
7948;;Monaco;1.0;t
22193;;Svalbard & Jan Mayen Islands;1.0;t
24858;100%;Indonesia;2.0;t
28454;100%;Kiribati;3.0;f
43519;100%;Kenya;1.0;t
4249;;Venezuela;1.0;t
21809;100%;French Guiana;2.0;t
18449;;Guinea;1.0;f
4963;100%;Anguilla;1.0;f
31278;;Somalia;1.0;t
46229;;French Guiana;1.0;t
33483;;French Guiana;1.0;f
37375;;Gambia;1.0;f
366;;Svalbard & Jan Mayen Islands;1.0;t
29932;100%;France;2.0;t
38836;100%;Lebanon;3.0;f
12384;;Djibouti;1.0;t
22842;;Gambia;1.0;t
11316;100%;Uzbekistan;4.0;t
38836;100%;Lebanon;3.0;f
35352;;Estonia;2.0;t
14887;100%;Guinea;1.0;f
46235;;Turks and Caicos Islands;1.0;f
49865;;Costa Rica;1.0;t
42186;60%;Zimbabwe;3.0;t
2718;;Costa Rica;3.0;f
7447;100%;Croatia;1.0;t
44640;100%;French Polynesia;4.0;t
9725;;Venezuela;1.0;t
10846;;Denmark;1.0;t
39852;100%;Grenada;2.0;t
39852;100%;Grenada;2.0;t
39104;;Togo;1.0;f
42458;97%;Indonesia;14.0;t
14533;100%;Jersey;1.0;t
549;;Libyan Arab Jamahiriya;1.0;f
26387;100%;Isle of Man;6.0;t
